iter	Passed	Remaining
3216	107667	25335
3217	107705	25303
3218	107747	25271
3219	107777	25237
3220	107810	25203
3221	107842	25169
3222	107883	25138
3223	107920	25105
3224	107951	25071
3225	107983	25037
3226	108017	25004
3227	108049	24970
3228	108080	24936
3229	108119	24904
3230	108162	24873
3231	108193	24838
3232	108223	24804
3233	108254	24770
3234	108286	24736
3235	108321	24703
3236	108358	24671
3237	108391	24637
3238	108424	24603
3239	108459	24570
3240	108498	24538
3241	108553	24509
3242	108605	24480
3243	108654	24450
3244	108695	24418
3245	108735	24386
3246	108777	24355
3247	108824	24324
3248	108867	24293
3249	108906	24260
3250	108946	24229
3251	108997	24199
3252	109038	24167
3253	109076	24135
3254	109114	24102
3255	109148	24069
3256	109183	24035
3257	109219	24002
3258	109263	23971
3259	109297	23938
3260	109336	23905
3261	109371	23872
3262	109405	23839
3263	109438	23805
3264	109477	23773
3265	109515	23740
3266	109554	23708
3267	109587	23674
3268	109620	23641
3269	109651	23606
3270	109685	23573
3271	109714	23539
3272	109745	23504
3273	109775	23470
3274	109806	23436
3275	109838	23402
3276	109870	23368
3277	109902	23335
3278	109932	23300
3279	109962	23266
3280	109995	23232
3281	110025	23198
3282	110057	23164
3283	110087	23130
3284	110116	23095
3285	110148	23062
3286	110179	23027
3287	110209	22993
3288	110240	22959
3289	110271	22925
3290	110304	22892
3291	110336	22858
3292	110367	22824
3293	110397	22789
3294	110428	22756
3295	110460	22722
3296	110492	22688
3297	110524	22654
3298	110555	22620
3299	110584	22586
3300	110616	22552
3301	110646	22518
3302	110677	22483
3303	110709	22450
3304	110739	22416
3305	110770	22381
3306	110801	22347
3307	110831	22313
3308	110863	22279
3309	110899	22247
3310	110932	22213
3311	110963	22179
3312	110996	22145
3313	111029	22112
3314	111061	22078
3315	111094	22044
3316	111131	22011
3317	111168	21979
3318	111200	21945
3319	111239	21912
3320	111271	21878
3321	111303	21845
3322	111408	21825
3323	111468	21797
3324	111500	21763
3325	111533	21729
3326	111568	21696
3327	111602	21663
3328	111671	21636
3329	111731	21608
3330	111765	21574
3331	111797	21540
3332	111829	21506
3333	111862	21473
3334	111901	21440
3335	111938	21407
3336	111975	21374
3337	112010	21341
3338	112045	21308
3339	112080	21275
3340	112125	21243
3341	112167	21211
3342	112233	21184
3343	112286	21154
3344	112348	21126
3345	112400	21096
3346	112451	21065
3347	112518	21038
3348	112599	21013
3349	112650	20983
3350	112694	20951
3351	112745	20921
3352	112821	20895
3353	112857	20862
3354	112893	20828
3355	112925	20795
3356	112961	20761
3357	112993	20727
3358	113034	20695
3359	113067	20661
3360	113101	20628
3361	113133	20594
3362	113166	20560
3363	113201	20527
3364	113241	20494
3365	113281	20461
3366	113313	20428
3367	113348	20394
3368	113380	20360
3369	113413	20327
3370	113450	20293
3371	113484	20260
3372	113515	20226
3373	113548	20192
3374	113581	20158
3375	113616	20125
3376	113653	20092
3377	113688	20058
3378	113721	20024
3379	113758	19991
3380	113792	19958
3381	113826	19924
3382	113862	19891
3383	113897	19858
3384	113932	19824
3385	113967	19791
3386	113999	19757
3387	114037	19724
3388	114074	19691
3389	114108	19657
3390	114141	19623
3391	114176	19590
3392	114208	19556
3393	114241	19522
3394	114276	19489
3395	114311	19455
3396	114346	19422
3397	114377	19388
3398	114410	19354
3399	114446	19321
3400	114479	19287
3401	114510	19253
3402	114543	19219
3403	114577	19185
3404	114612	19152
3405	114645	19118
3406	114678	19085
3407	114711	19051
3408	114742	19017
3409	114776	18983
3410	114808	18949
3411	114842	18916
3412	114875	18882
3413	114910	18848
3414	114948	18815
3415	114984	18782
3416	115018	18749
3417	115053	18715
3418	115087	18681
3419	115124	18648
3420	115159	18615
3421	115193	18581
3422	115225	18547
3423	115256	18513
3424	115289	18479
3425	115323	18446
3426	115358	18412
3427	115394	18379
3428	115426	18345
3429	115458	18311
3430	115491	18277
3431	115524	18244
3432	115556	18210
3433	115587	18176
3434	115623	18142
3435	115655	18109
3436	115688	18075
3437	115720	18041
3438	115754	18007
3439	115786	17973
3440	115836	17942
3441	115880	17910
3442	115929	17879
3443	115976	17847
3444	116018	17815
3445	116051	17781
3446	116085	17747
3447	116117	17714
3448	116155	17681
3449	116189	17647
3450	116230	17614
3451	116263	17580
3452	116299	17547
3453	116332	17513
3454	116364	17479
3455	116397	17446
3456	116432	17412
3457	116469	17379
3458	116502	17345
3459	116537	17312
3460	116569	17278
3461	116603	17244
3462	116636	17210
3463	116761	17190
3464	116794	17156
3465	116826	17122
3466	116861	17089
3467	116905	17057
3468	116962	17026
3469	117017	16996
3470	117060	16963
3471	117092	16929
3472	117127	16896
3473	117163	16862
3474	117199	16829
3475	117233	16795
3476	117267	16762
3477	117301	16728
3478	117334	16694
3479	117368	16660
3480	117405	16627
3481	117441	16594
3482	117473	16560
3483	117505	16526
3484	117537	16492
3485	117573	16458
3486	117611	16425
3487	117646	16392
3488	117679	16358
3489	117713	16324
3490	117747	16291
3491	117784	16257
3492	117824	16224
3493	117858	16191
3494	117894	16157
3495	117927	16123
3496	117960	16090
3497	117996	16056
3498	118037	16023
3499	118069	15990
3500	118102	15956
3501	118137	15922
3502	118177	15889
3503	118209	15855
3504	118252	15823
3505	118287	15789
3506	118318	15755
3507	118351	15721
3508	118384	15687
3509	118419	15654
3510	118460	15621
3511	118495	15587
3512	118526	15553
3513	118559	15519
3514	118590	15485
3515	118624	15452
3516	118667	15419
3517	118703	15386
3518	118734	15352
3519	118767	15318
3520	118799	15284
3521	118837	15251
3522	118875	15217
3523	118913	15184
3524	118948	15151
3525	118980	15117
3526	119014	15083
3527	119049	15049
3528	119093	15017
3529	119130	14984
3530	119171	14951
3531	119206	14917
3532	119241	14884
3533	119276	14850
3534	119316	14817
3535	119350	14783
3536	119383	14749
3537	119418	14716
3538	119453	14682
3539	119485	14648
3540	119526	14615
3541	119567	14583
3542	119599	14549
3543	119631	14515
3544	119664	14481
3545	119698	14447
3546	119734	14414
3547	119770	14380
3548	119802	14346
3549	119836	14312
3550	119874	14279
3551	119909	14245
3552	119942	14212
3553	119978	14178
3554	120010	14144
3555	120042	14110
3556	120074	14076
3557	120109	14043
3558	120144	14009
3559	120188	13976
3560	120221	13943
3561	120255	13909
3562	120291	13875
3563	120325	13842
3564	120421	13815
3565	120455	13781
3566	120489	13748
3567	120522	13714
3568	120557	13680
3569	120625	13650
3570	120685	13619
3571	120722	13586
3572	120756	13552
3573	120788	13518
3574	120824	13485
3575	120856	13451
3576	120901	13418
3577	120935	13384
3578	120968	13350
3579	121002	13317
3580	121036	13283
3581	121072	13249
3582	121114	13216
3583	121150	13183
3584	121183	13149
3585	121215	13115
3586	121250	13081
3587	121284	13047
3588	121326	13015
3589	121360	12981
3590	121394	12947
3591	121426	12913
3592	121460	12879
3593	121497	12846
3594	121537	12812
3595	121571	12779
3596	121605	12745
3597	121636	12711
3598	121668	12677
3599	121703	12643
3600	121735	12609
3601	121775	12576
3602	121811	12542
3603	121845	12509
3604	121878	12475
3605	121913	12441
3606	121951	12408
3607	121991	12374
3608	122024	12341
3609	122057	12307
3610	122091	12273
3611	122129	12239
3612	122167	12206
3613	122203	12172
3614	122238	12139
3615	122272	12105
3616	122306	12071
3617	122341	12038
3618	122382	12004
3619	122417	11971
3620	122450	11937
3621	122483	11903
3622	122519	11869
3623	122554	11836
3624	122587	11802
3625	122624	11768
3626	122657	11734
3627	122690	11700
3628	122724	11667
3629	122758	11633
3630	122791	11599
3631	122836	11566
3632	122870	11532
3633	122902	11498
3634	122935	11464
3635	122966	11430
3636	122998	11396
3637	123039	11363
3638	123076	11330
3639	123108	11296
3640	123139	11262
3641	123169	11227
3642	123201	11193
3643	123234	11160
3644	123269	11126
3645	123304	11092
3646	123336	11058
3647	123368	11024
3648	123398	10990
3649	123440	10957
3650	123473	10923
3651	123521	10890
3652	123556	10857
3653	123591	10823
3654	123634	10790
3655	123683	10758
3656	123739	10726
3657	123791	10693
3658	123835	10660
3659	123879	10627
3660	123923	10594
3661	123965	10561
3662	124010	10528
3663	124047	10495
3664	124092	10462
3665	124128	10428
3666	124168	10395
3667	124202	10361
3668	124237	10327
3669	124269	10293
3670	124302	10259
3671	124338	10226
3672	124373	10192
3673	124406	10158
3674	124442	10124
3675	124476	10090
3676	124512	10057
3677	124543	10023
3678	124586	9989
3679	124623	9956
3680	124658	9922
3681	124689	9888
3682	124718	9854
3683	124750	9820
3684	124867	9792
3685	124901	9758
3686	124933	9724
3687	124964	9690
3688	124995	9656
3689	125026	9622
3690	125057	9588
3691	125117	9556
3692	125177	9524
3693	125212	9490
3694	125241	9456
3695	125272	9422
3696	125302	9388
3697	125335	9354
3698	125374	9320
3699	125407	9286
3700	125440	9252
3701	125474	9219
3702	125507	9185
3703	125542	9151
3704	125580	9117
3705	125614	9083
3706	125647	9049
3707	125681	9015
3708	125712	8981
3709	125752	8948
3710	125786	8914
3711	125833	8881
3712	125865	8847
3713	125898	8813
3714	125933	8779
3715	125967	8745
3716	125999	8711
3717	126044	8678
3718	126076	8644
3719	126107	8610
3720	126139	8576
3721	126176	8542
3722	126209	8508
3723	126247	8475
3724	126280	8441
3725	126313	8407
3726	126345	8373
3727	126379	8339
3728	126413	8305
3729	126455	8272
3730	126502	8239
3731	126545	8205
3732	126589	8172
3733	126637	8139
3734	126679	8106
3735	126716	8072
3736	126753	8038
3737	126786	8004
3738	126822	7970
3739	126857	7937
3740	126897	7903
3741	126934	7869
3742	126975	7836
3743	127007	7802
3744	127041	7768
3745	127081	7734
3746	127119	7701
3747	127152	7667
3748	127185	7633
3749	127219	7599
3750	127255	7565
3751	127288	7531
3752	127322	7497
3753	127360	7463
3754	127393	7429
3755	127433	7396
3756	127477	7362
3757	127516	7329
3758	127557	7295
3759	127597	7262
3760	127633	7228
3761	127671	7194
3762	127707	7160
3763	127747	7127
3764	127788	7093
3765	127827	7060
3766	127864	7026
3767	127898	6992
3768	127937	6958
3769	127970	6924
3770	128012	6891
3771	128047	6857
3772	128082	6823
3773	128126	6789
3774	128162	6756
3775	128199	6722
3776	128239	6688
3777	128274	6654
3778	128310	6620
3779	128347	6587
3780	128386	6553
3781	128422	6519
3782	128464	6486
3783	128501	6452
3784	128538	6418
3785	128572	6384
3786	128609	6350
3787	128646	6316
3788	128691	6283
3789	128727	6249
3790	128762	6215
3791	128795	6181
3792	128834	6147
3793	128870	6114
3794	128968	6083
3795	129021	6050
3796	129054	6015
3797	129084	5981
3798	129119	5947
3799	129153	5913
3800	129186	5879
3801	129227	5846
3802	129284	5813
3803	129349	5780
3804	129385	5746
3805	129419	5712
3806	129451	5678
3807	129487	5644
3808	129520	5610
3809	129556	5576
3810	129589	5542
3811	129620	5508
3812	129653	5474
3813	129687	5440
3814	129725	5406
3815	129765	5372
3816	129797	5338
3817	129830	5304
3818	129862	5270
3819	129896	5236
3820	129931	5202
3821	129966	5168
3822	130004	5134
3823	130039	5100
3824	130071	5066
3825	130104	5032
3826	130136	4998
3827	130171	4964
3828	130213	4931
3829	130245	4896
3830	130277	4862
3831	130309	4828
3832	130340	4794
3833	130376	4760
3834	130411	4726
3835	130448	4692
3836	130481	4658
3837	130513	4624
3838	130547	4590
3839	130585	4556
3840	130621	4522
3841	130663	4489
3842	130698	4455
3843	130730	4421
3844	130762	4387
3845	130797	4353
3846	130831	4319
3847	130867	4285
3848	130904	4251
3849	130937	4217
3850	130970	4183
3851	131003	4149
3852	131039	4115
3853	131073	4081
3854	131112	4047
3855	131145	4013
3856	131176	3979
3857	131208	3945
3858	131241	3911
3859	131273	3877
3860	131309	3843
3861	131343	3809
3862	131375	3774
3863	131407	3740
3864	131443	3706
3865	131478	3672
3866	131510	3638
3867	131547	3604
3868	131579	3570
3869	131611	3536
3870	131643	3502
3871	131680	3468
3872	131719	3434
3873	131759	3401
3874	131794	3367
3875	131824	3333
3876	131854	3298
3877	131886	3264
3878	131921	3230
3879	131958	3196
3880	132001	3163
3881	132032	3129
3882	132064	3095
3883	132096	3060
3884	132128	3026
3885	132161	2992
3886	132201	2958
3887	132236	2924
3888	132269	2890
3889	132301	2856
3890	132335	2822
3891	132371	2788
3892	132405	2754
3893	132441	2720
3894	132475	2686
3895	132510	2652
3896	132544	2618
3897	132577	2584
3898	132610	2550
3899	132648	2516
3900	132685	2482
3901	132719	2448
3902	132751	2414
3903	132784	2380
3904	132821	2346
3905	132857	2312
3906	132985	2280
3907	133020	2246
3908	133051	2212
3909	133082	2178
3910	133112	2144
3911	133145	2110
3912	133184	2076
3913	133237	2042
3914	133289	2008
3915	133326	1974
3916	133357	1940
3917	133387	1906
3918	133419	1872
3919	133454	1838
3920	133485	1804
3921	133523	1770
3922	133555	1736
3923	133591	1702
3924	133622	1668
3925	133654	1634
3926	133685	1600
3927	133721	1565
3928	133751	1531
3929	133794	1497
3930	133831	1463
3931	133869	1429
3932	133908	1395
3933	133941	1361
3934	133981	1327
3935	134015	1293
3936	134053	1259
3937	134086	1225
3938	134119	1191
3939	134158	1157
3940	134192	1123
3941	134231	1089
3942	134264	1055
3943	134297	1021
3944	134330	987
3945	134367	953
3946	134401	919
3947	134440	885
3948	134475	851
3949	134508	817
3950	134543	783
3951	134579	749
3952	134612	715
3953	134653	681
3954	134695	647
3955	134729	613
3956	134767	578
3957	134797	544
3958	134830	510
3959	134860	476
3960	134896	442
3961	134927	408
3962	134960	374
3963	134994	340
3964	135028	306
3965	135065	272
3966	135102	238
3967	135139	204
3968	135172	170
3969	135204	136
3970	135236	102
3971	135268	68
3972	135301	34
3973	135339	0
