iter	RMSE
2923	0.2549746204
2924	0.2549497328
2925	0.2549210989
2926	0.2549005272
2927	0.2548804691
2928	0.254841432
2929	0.2548021371
2930	0.2547570373
2931	0.2547241367
2932	0.2546873229
2933	0.2546549601
2934	0.2546342805
2935	0.2546032136
2936	0.2545801177
2937	0.2545425682
2938	0.2545129701
2939	0.2544898404
2940	0.2544582976
2941	0.2544271486
2942	0.2544023363
2943	0.25435237
2944	0.2543271219
2945	0.2542653512
2946	0.254234856
2947	0.2542279624
2948	0.2541867908
2949	0.2541534079
2950	0.2541242156
2951	0.2540682616
2952	0.2540529368
2953	0.2540361445
2954	0.2540110901
2955	0.2539870257
2956	0.2539210328
2957	0.2538798522
2958	0.253837353
2959	0.2538185485
2960	0.2537649236
2961	0.2537380595
2962	0.2537080621
2963	0.2536672293
2964	0.2536633258
2965	0.2536209431
2966	0.2535675701
2967	0.2535406743
2968	0.2535102572
2969	0.2534822421
2970	0.2534572399
2971	0.2534243203
2972	0.2533919457
2973	0.2533613504
2974	0.2533427439
2975	0.2533109484
2976	0.2532976338
2977	0.253260298
2978	0.2532345392
2979	0.2532055802
2980	0.2531844592
2981	0.2531410638
2982	0.2531232892
2983	0.2530967593
2984	0.2530585462
2985	0.253029147
2986	0.2530149663
2987	0.2529705878
2988	0.2529536534
2989	0.2529249343
2990	0.252899587
2991	0.2528821801
2992	0.2528586187
2993	0.2528088676
2994	0.2527761778
2995	0.2527345582
2996	0.25268428
2997	0.2526669241
2998	0.2526295273
2999	0.2525941505
3000	0.2525716642
3001	0.2525589307
3002	0.2525306538
3003	0.2524757073
3004	0.252452308
3005	0.2524201289
3006	0.2523647791
3007	0.2523239696
3008	0.2522735615
3009	0.2522409929
3010	0.2522018428
3011	0.2521878438
3012	0.2521533819
3013	0.2521327421
3014	0.252108358
3015	0.2520773729
3016	0.2520335206
3017	0.2520111001
3018	0.2519802984
3019	0.2519529838
3020	0.2519051861
3021	0.251863063
3022	0.2518378193
3023	0.2517988363
3024	0.2517733114
3025	0.2517150511
3026	0.2516882483
3027	0.2516562132
3028	0.2516294799
3029	0.2516230017
3030	0.2515787359
3031	0.2515374936
3032	0.2514765422
3033	0.2514517289
3034	0.2514142079
3035	0.251377237
3036	0.2513570068
3037	0.2513297019
3038	0.2512992514
3039	0.2512877386
3040	0.2512644755
3041	0.2512194547
3042	0.2512014756
3043	0.2511797091
3044	0.2511281404
3045	0.2511055268
3046	0.2510842526
3047	0.2510432995
3048	0.2510087245
3049	0.2509664524
3050	0.2509456669
3051	0.2509138071
3052	0.250897606
3053	0.2508750664
3054	0.2508294017
3055	0.2507988691
3056	0.2507770375
3057	0.2507259321
3058	0.2506773144
3059	0.2506432319
3060	0.2506001705
3061	0.2505567744
3062	0.2505326238
3063	0.2505065279
3064	0.250469449
3065	0.250435477
3066	0.2504014721
3067	0.2503783032
3068	0.2503631599
3069	0.2503316525
3070	0.2503030652
3071	0.2502716833
3072	0.2502301224
3073	0.2502073803
3074	0.2501718393
3075	0.2501120618
3076	0.2500648619
3077	0.2500291742
3078	0.2500120789
3079	0.2499949171
3080	0.2499589989
3081	0.2499133811
3082	0.2498871219
3083	0.2498564989
3084	0.2498222518
3085	0.2498004608
3086	0.2497694222
3087	0.2497405117
3088	0.2497250838
3089	0.2497139354
3090	0.2496767791
3091	0.2496394935
3092	0.249611268
3093	0.2495880101
3094	0.2495607072
3095	0.2495259069
3096	0.2495013642
3097	0.24946767
3098	0.2494499932
3099	0.2494038597
3100	0.2493806669
3101	0.2493541723
3102	0.2493229295
3103	0.249290185
3104	0.2492537192
3105	0.2492121209
3106	0.249183025
3107	0.2491461112
3108	0.2491061865
3109	0.2490696198
3110	0.2490201169
3111	0.2489690314
3112	0.2489447035
3113	0.248931494
3114	0.2489132585
3115	0.2488894795
3116	0.2488534763
3117	0.2488301863
3118	0.2487765919
3119	0.2487352481
3120	0.2487195168
3121	0.2487055463
3122	0.2486756822
3123	0.2486496851
3124	0.248624971
3125	0.2485865383
3126	0.2485579503
3127	0.2485303639
3128	0.2485051327
3129	0.2484702035
3130	0.2484318854
3131	0.2483879893
3132	0.2483553679
3133	0.2483297863
3134	0.2483059158
3135	0.2482876587
3136	0.2482581468
3137	0.2482183766
3138	0.2481881685
3139	0.2481672645
3140	0.2481402094
3141	0.2481350779
3142	0.248100342
3143	0.2480862162
3144	0.2480634741
3145	0.2480256393
3146	0.2479895747
3147	0.2479697619
3148	0.2479608745
3149	0.2478920169
3150	0.2478811999
3151	0.2478629272
3152	0.2478085148
3153	0.2477671523
3154	0.2477435205
3155	0.2477131038
3156	0.247691745
3157	0.2476694131
3158	0.2476433789
3159	0.2476140392
3160	0.2475780794
3161	0.2475631621
3162	0.2475306766
3163	0.2475139499
3164	0.2474492151
3165	0.2474215559
3166	0.2473990479
3167	0.2473722696
3168	0.2473558058
3169	0.2473252848
3170	0.2473042325
3171	0.2472719316
3172	0.2472487158
3173	0.2472170644
3174	0.2471678493
3175	0.2471508921
3176	0.2471147967
3177	0.2470788624
3178	0.2470576487
3179	0.2470275429
3180	0.2469793665
3181	0.246947601
3182	0.2469320135
3183	0.2468947725
3184	0.2468668065
3185	0.2468180982
3186	0.2467880231
3187	0.2467609037
3188	0.2467243305
3189	0.2466829521
3190	0.2466537925
3191	0.2466162109
3192	0.2465909345
3193	0.2465683459
3194	0.2465225679
3195	0.2465013158
3196	0.2464683228
3197	0.2464532024
3198	0.2464345812
3199	0.2464184901
3200	0.2463857557
3201	0.2463661466
3202	0.246328323
3203	0.2462897714
3204	0.2462722509
3205	0.2462487251
3206	0.2462097074
3207	0.2461892102
3208	0.2461689177
3209	0.2461394192
3210	0.246094243
3211	0.2460784583
3212	0.246065061
3213	0.2460433126
3214	0.2460086671
3215	0.2459779091
3216	0.2459499032
3217	0.2459168768
3218	0.245892336
3219	0.2458797404
3220	0.2458607994
3221	0.2458250644
3222	0.2457733967
3223	0.245747654
3224	0.2457152097
3225	0.2456563475
3226	0.2456206173
3227	0.2455911705
3228	0.2455579299
3229	0.2455374831
3230	0.2455171565
3231	0.2454959597
3232	0.2454612786
3233	0.2454413806
3234	0.2454033974
3235	0.2453943212
3236	0.2453445638
3237	0.2453062705
3238	0.2452781178
3239	0.2452604467
3240	0.2452291386
3241	0.2451932981
3242	0.2451466248
3243	0.2451261651
3244	0.2451056325
3245	0.2450848316
3246	0.2450531169
3247	0.2450282893
3248	0.2449903468
3249	0.2449695703
3250	0.2449504921
3251	0.2449144922
3252	0.2448959174
3253	0.2448678556
3254	0.2448470966
3255	0.2448131355
3256	0.2447739118
3257	0.2447303957
3258	0.2447004166
3259	0.2446653256
3260	0.2446286001
3261	0.2445972678
3262	0.2445760871
3263	0.244538659
3264	0.2445074158
3265	0.2444873452
3266	0.2444720699
3267	0.2444346835
3268	0.2443764884
3269	0.2443452516
3270	0.2443239404
3271	0.2443030799
3272	0.2442711123
3273	0.2442458944
3274	0.244222541
3275	0.2442082786
3276	0.2441688034
3277	0.244148018
3278	0.2441305408
3279	0.2441110226
3280	0.2440961187
3281	0.2440774143
3282	0.2440584589
3283	0.2440273879
3284	0.2440073731
3285	0.2439735607
3286	0.2439526711
3287	0.2439286049
3288	0.243889613
3289	0.2438706569
3290	0.2438018861
3291	0.243750944
3292	0.2437338019
3293	0.2437130194
3294	0.2436831135
3295	0.2436547477
3296	0.2436105725
3297	0.2435825517
3298	0.2435545129
3299	0.2435377836
3300	0.2434991452
3301	0.2434605388
3302	0.2434440227
3303	0.2434066368
3304	0.2433765609
3305	0.2433394937
3306	0.2433239729
3307	0.2432949965
3308	0.2432493936
3309	0.2432207374
3310	0.2431972716
3311	0.2431664757
3312	0.2431441275
3313	0.2431216605
3314	0.2430930274
3315	0.2430692451
3316	0.2430367705
3317	0.2429932726
3318	0.2429661501
3319	0.2429288988
3320	0.2429025998
3321	0.2428697556
3322	0.2428320362
3323	0.2428019956
3324	0.2427797292
3325	0.2427507314
3326	0.2427208863
3327	0.2426990136
3328	0.2426356256
3329	0.2426024823
3330	0.2425732464
3331	0.2425568919
3332	0.2425356322
3333	0.2424960807
3334	0.2424593352
3335	0.2424295574
3336	0.242388539
3337	0.2423634525
3338	0.2423399754
3339	0.2423215889
3340	0.2423012378
3341	0.2422774772
3342	0.2422478849
3343	0.2422055172
3344	0.2421774847
3345	0.2421487216
3346	0.2421087512
3347	0.242056767
3348	0.2420042356
3349	0.2419659211
3350	0.241938006
3351	0.2419086443
3352	0.2418782375
3353	0.241850436
3354	0.2418224809
3355	0.2418053263
3356	0.2417770658
3357	0.2417439878
3358	0.2416969837
3359	0.2416563143
3360	0.2416196001
3361	0.2416084461
3362	0.2415725368
3363	0.2415380856
3364	0.241477348
3365	0.2414600282
3366	0.2414423734
3367	0.2414202593
3368	0.2414036126
3369	0.2413771194
3370	0.2413469708
3371	0.2413176909
3372	0.2413020206
3373	0.2412763838
3374	0.2412493376
3375	0.2412108954
3376	0.241178977
3377	0.2411501871
3378	0.2411092254
3379	0.2410830009
3380	0.2410542795
3381	0.2409879306
3382	0.2409719221
3383	0.2409374276
3384	0.2408983209
3385	0.2408603829
3386	0.2408341254
3387	0.2407614207
3388	0.2407415837
3389	0.240729176
3390	0.2407045064
3391	0.2406712714
3392	0.2406505248
3393	0.2406469196
3394	0.2406310561
3395	0.2406096503
3396	0.2405553968
3397	0.2405246092
3398	0.2404998806
3399	0.2404493993
3400	0.2404241451
3401	0.2403904267
3402	0.2403702609
3403	0.2403550518
3404	0.2403219063
3405	0.2402938712
3406	0.2402562951
3407	0.2402101267
3408	0.2401800472
3409	0.2401136078
3410	0.2400813668
3411	0.2400472872
3412	0.2400168599
3413	0.239993916
3414	0.2399637125
3415	0.2399418131
3416	0.2399170572
3417	0.2398922003
3418	0.2398606533
3419	0.2398308425
3420	0.2397932401
3421	0.2397799355
3422	0.2397589945
3423	0.2397438477
3424	0.2396966909
3425	0.239672733
3426	0.2396479343
3427	0.2396082309
3428	0.2395860847
3429	0.2395698799
3430	0.2395593054
3431	0.2395290215
3432	0.2395172232
3433	0.2394918328
3434	0.2394731555
3435	0.239447385
3436	0.2394174677
3437	0.2393953582
3438	0.2393689671
3439	0.2393199586
3440	0.2392903744
3441	0.2392630741
3442	0.2392444803
3443	0.2392222513
3444	0.2391591016
3445	0.2391366302
3446	0.2391181928
3447	0.2390857821
3448	0.2390540034
3449	0.2390343381
3450	0.239014679
3451	0.2389863758
3452	0.2389278792
3453	0.2389133526
3454	0.2388984327
3455	0.2388717391
3456	0.2388399462
3457	0.2388047528
3458	0.2387702068
3459	0.2387489756
3460	0.2387159953
3461	0.2386984579
3462	0.2386788546
3463	0.2386417102
3464	0.2386221044
3465	0.2386070555
3466	0.2385741149
3467	0.2385539411
3468	0.2385340192
3469	0.2385131383
3470	0.2384893971
3471	0.2384475287
3472	0.2384053188
3473	0.2383650777
3474	0.2383550218
3475	0.2383303336
3476	0.2383101121
3477	0.238262874
3478	0.2382256279
3479	0.2382064445
3480	0.2381903265
3481	0.2381555156
3482	0.2381236567
3483	0.2381084443
3484	0.2380812302
3485	0.2380348203
3486	0.2380168808
3487	0.2380059423
3488	0.237960491
3489	0.2379139514
3490	0.2378940055
3491	0.2378690641
3492	0.2378315396
3493	0.2378005193
3494	0.2377635159
3495	0.2377356916
3496	0.2377120035
3497	0.2376876738
3498	0.2376623843
3499	0.2376432522
3500	0.2376298172
3501	0.2375755592
3502	0.2375664427
3503	0.2375477141
3504	0.2375384052
3505	0.2375111518
3506	0.2374931822
3507	0.2374693411
3508	0.2374573752
3509	0.2374217571
3510	0.2374166288
3511	0.2373716678
3512	0.2373563881
3513	0.2373202037
3514	0.2373056022
3515	0.2372935938
3516	0.2372688502
3517	0.2372415072
3518	0.2372342078
3519	0.2371950109
3520	0.2371580285
3521	0.2371105068
3522	0.2370707452
3523	0.2370484371
3524	0.2370194227
3525	0.2369972632
3526	0.2369701162
3527	0.2369495533
3528	0.2369231143
3529	0.2368893521
3530	0.2368622351
3531	0.2368394687
3532	0.236789295
3533	0.2367611703
3534	0.2367484566
3535	0.2367371697
3536	0.2367170707
3537	0.2366612114
3538	0.236621999
3539	0.2366000839
3540	0.2365500669
3541	0.2365286638
3542	0.2365068918
3543	0.2364639123
3544	0.236439276
3545	0.2364120494
3546	0.2363786977
3547	0.2363429781
3548	0.2363176723
3549	0.2362740259
3550	0.2362521483
3551	0.2362326527
3552	0.2362124762
3553	0.2361724265
3554	0.2361477899
3555	0.2361238268
3556	0.2360942659
3557	0.2360583936
3558	0.2360391326
3559	0.235999127
3560	0.2359642316
3561	0.235939811
3562	0.2359056633
3563	0.2358689033
3564	0.2358315755
3565	0.2357916141
3566	0.2357704956
3567	0.2357570764
3568	0.2357305453
3569	0.2357017812
3570	0.2356624921
3571	0.2356354524
3572	0.2356077619
3573	0.2355928818
3574	0.2355716319
3575	0.2355399426
3576	0.2355065873
3577	0.2354878978
3578	0.2354656805
3579	0.2354286076
3580	0.2353995155
3581	0.2353474884
3582	0.2353026824
3583	0.2352539217
3584	0.2352101197
3585	0.2351949323
3586	0.2351638301
3587	0.2351460698
3588	0.2351180729
3589	0.2350916383
3590	0.2350672664
3591	0.2350458729
3592	0.2350206453
3593	0.2349933195
3594	0.2349689922
3595	0.2349441625
3596	0.2349145802
3597	0.2348829746
3598	0.2348525298
3599	0.2348325245
3600	0.2347993446
3601	0.2347611751
3602	0.2347078388
3603	0.2346566412
3604	0.2346414204
3605	0.2346211487
3606	0.2345881428
3607	0.2345533328
3608	0.2345350952
3609	0.2345151925
3610	0.2344857616
3611	0.2344646904
3612	0.2344305523
3613	0.2344074677
3614	0.2343807389
3615	0.2343624072
3616	0.2343410307
3617	0.2343172494
3618	0.2342874209
3619	0.2342625686
3620	0.2342343533
3621	0.2342053506
3622	0.2341736525
3623	0.234150881
3624	0.2341299614
3625	0.2341139422
3626	0.2340749417
3627	0.2340459516
3628	0.234005855
3629	0.2339903745
3630	0.2339527022
3631	0.2339247299
3632	0.233888349
3633	0.2338576004
3634	0.23383585
3635	0.2338105928
3636	0.233784969
3637	0.233753298
3638	0.2337025936
3639	0.2336631424
3640	0.2336276289
3641	0.2336151187
3642	0.2335935529
3643	0.2335623312
3644	0.2335297626
3645	0.2335107479
3646	0.2334399974
3647	0.2333907767
3648	0.2333679017
3649	0.2333221355
3650	0.2333130174
3651	0.2332725443
3652	0.2332493394
3653	0.2331993646
3654	0.2331602246
3655	0.2331331708
3656	0.2331145276
3657	0.2330899673
3658	0.2330544073
3659	0.2330141511
3660	0.2329885816
3661	0.2329620519
3662	0.2329335977
3663	0.2329057054
3664	0.2328676948
3665	0.232838409
3666	0.2328041036
3667	0.2327905933
3668	0.2327792851
3669	0.2327622115
3670	0.2327427848
3671	0.2326963794
3672	0.2326557223
3673	0.2326360058
3674	0.2326119092
3675	0.2325798794
3676	0.2325512594
3677	0.2325213581
3678	0.2325029586
3679	0.2324659376
3680	0.2324437872
3681	0.2324216413
3682	0.2323993406
3683	0.232371534
3684	0.232331507
3685	0.2323130599
3686	0.232254953
3687	0.2322165491
3688	0.2321909044
3689	0.2321528219
3690	0.2321372377
3691	0.2321191325
3692	0.2320844845
3693	0.2320480373
3694	0.2320400418
3695	0.2320089232
3696	0.2319898215
3697	0.2319803711
3698	0.2319468234
3699	0.2319249853
3700	0.2318858993
3701	0.2318657135
3702	0.2318488865
3703	0.2317985098
3704	0.2317759886
3705	0.2317392493
3706	0.2317023577
3707	0.2316765126
3708	0.2316618819
3709	0.2316391681
3710	0.231608661
3711	0.2315857819
3712	0.2315446485
3713	0.2315161883
3714	0.2314717333
3715	0.2314438582
3716	0.2314250199
3717	0.2313922436
3718	0.231378911
3719	0.2313633734
3720	0.2313371556
3721	0.2312977153
3722	0.2312743546
3723	0.2312584002
3724	0.2312279538
3725	0.2312022888
3726	0.231170908
3727	0.231156355
3728	0.2311340929
3729	0.2311214284
3730	0.2310986697
3731	0.2310877706
3732	0.2310660505
3733	0.2310328747
3734	0.2310100246
3735	0.2309636221
3736	0.2309088222
3737	0.2308931407
3738	0.2308597212
3739	0.2308251001
3740	0.2307809076
3741	0.2307451733
3742	0.230705252
3743	0.2306832816
3744	0.2306658754
3745	0.2306240071
3746	0.2306055586
3747	0.2305813168
3748	0.2305535719
3749	0.2305262681
3750	0.2305050195
3751	0.2304941493
3752	0.2304611261
3753	0.2304370023
3754	0.2304116019
3755	0.2303649901
3756	0.2303451069
3757	0.2303226001
3758	0.2303019155
3759	0.2302676069
3760	0.2302445605
3761	0.2301987985
3762	0.230183925
3763	0.2301612784
3764	0.2301469395
3765	0.2300873008
3766	0.2300560928
3767	0.2300320116
3768	0.2299892533
3769	0.2299777078
3770	0.229942376
3771	0.2299210805
3772	0.2299081773
3773	0.2298853601
3774	0.2298683527
3775	0.2298398559
3776	0.2298112643
3777	0.2297808846
3778	0.2297472437
3779	0.2297193957
3780	0.2296869761
3781	0.2296678135
3782	0.2296546425
3783	0.2296264419
3784	0.2295879473
3785	0.2295720989
3786	0.2295557316
3787	0.2295111276
3788	0.2294928222
3789	0.2294722149
3790	0.2294465206
3791	0.2294302671
3792	0.2293871889
3793	0.2293835009
3794	0.2293596142
3795	0.2293360128
3796	0.2293198478
3797	0.2293065461
3798	0.2292732745
3799	0.2292574222
3800	0.2292187452
3801	0.2291975119
3802	0.2291573724
3803	0.2291399743
3804	0.2290993512
3805	0.229065263
3806	0.2290508143
3807	0.2290351406
3808	0.2290118327
3809	0.2289978573
3810	0.2289749727
3811	0.2289428128
3812	0.228890556
3813	0.2288557909
3814	0.2288245233
3815	0.2287893937
3816	0.2287759554
3817	0.2287520322
3818	0.2287353154
3819	0.2287156842
3820	0.2286760151
3821	0.2286327969
3822	0.2286090878
3823	0.2285778424
3824	0.2285569895
3825	0.2285340594
3826	0.2285170627
3827	0.228495729
3828	0.2284447981
3829	0.2284280514
3830	0.2284157017
3831	0.2284035768
3832	0.2283868172
3833	0.2283608679
3834	0.228329657
3835	0.228299958
3836	0.2282767793
3837	0.2282614939
3838	0.2282301222
3839	0.2281949911
3840	0.2281702346
3841	0.2281302798
3842	0.2281110124
3843	0.2280915655
3844	0.2280750616
3845	0.2280570471
3846	0.2280347825
3847	0.2279952638
3848	0.2279614388
3849	0.227942567
3850	0.2278922761
3851	0.2278703971
3852	0.2278418072
3853	0.22779354
3854	0.2277365941
3855	0.2277133496
3856	0.2276840734
3857	0.2276616482
3858	0.2276353883
3859	0.2276113897
3860	0.2275889446
3861	0.2275347925
3862	0.2275135298
3863	0.2274855619
3864	0.2274419887
3865	0.2274216542
3866	0.2273887733
3867	0.2273756356
3868	0.2273540603
3869	0.2273112125
3870	0.2272869092
3871	0.227253293
3872	0.2272344909
3873	0.2272071638
3874	0.2271764302
3875	0.2271643428
3876	0.2271459389
3877	0.2271173228
3878	0.2270837272
3879	0.227060412
3880	0.2270280345
3881	0.2269944417
3882	0.2269538807
3883	0.2269358037
3884	0.2269203192
3885	0.2268929863
3886	0.2268769387
3887	0.2268429707
3888	0.226815703
3889	0.2267975877
3890	0.2267781505
3891	0.226765317
3892	0.2267392018
3893	0.2267118805
3894	0.2266895578
3895	0.226670851
3896	0.2266354173
3897	0.2266066916
3898	0.2265822057
3899	0.2265667151
3900	0.2265400091
3901	0.226514206
3902	0.2264956302
3903	0.2264694437
3904	0.2264570237
3905	0.2264185188
3906	0.2264054645
3907	0.2263703318
3908	0.2263608882
3909	0.2263472647
3910	0.2263365151
3911	0.2263176816
3912	0.2262878815
3913	0.2262495134
3914	0.2262343735
3915	0.2262137509
3916	0.2261795115
3917	0.2261588459
3918	0.2261347612
3919	0.2260973699
3920	0.2260579462
3921	0.2260398667
3922	0.2260188231
3923	0.22597577
3924	0.2259595236
3925	0.225938528
3926	0.2259164737
3927	0.2258901963
3928	0.2258711849
3929	0.225847195
3930	0.225822335
3931	0.2257928459
3932	0.2257803692
3933	0.2257641846
3934	0.2257326468
3935	0.2257082084
3936	0.22567958
3937	0.2256492189
3938	0.2256209842
3939	0.2255804651
3940	0.2255489846
3941	0.2255160622
3942	0.2254851435
3943	0.2254822828
3944	0.2254591959
3945	0.2254199678
3946	0.2253915913
3947	0.225371776
3948	0.2253260003
3949	0.2252847886
3950	0.2252440714
3951	0.2252142146
3952	0.2251933418
3953	0.2251655444
3954	0.2251348747
3955	0.2251230564
3956	0.2251121164
3957	0.2250971313
3958	0.2250636025
3959	0.2250488955
3960	0.2250197686
3961	0.2249850264
3962	0.2249562726
3963	0.2249342738
3964	0.2249214319
3965	0.2248915873
3966	0.2248713061
3967	0.2248373835
3968	0.2248059896
3969	0.2247861339
3970	0.2247616004
3971	0.2247323521
3972	0.2247189007
3973	0.2246653519
